N,P,K,temperature,humidity,ph,rainfall,label
82.99,21.19,48.65,24.28,85.86,7.12,55.36,watermelon
35.34,71.95,18.3,27.03,67.38,6.6,71.01,blackgram
104.46,74.99,52.82,27.03,83.53,5.75,105.89,banana
80.33,43.78,35.39,24.37,89.36,6.2,192.54,jute
108.22,34.12,30.99,27.51,64.36,6.59,180.32,coffee
12.08,16.45,32.19,29.48,95.39,6.07,220.04,coconut
116.6,36.57,19.84,25.7,73.17,7.73,80.46,cotton
37.4,59.93,20.71,27.43,59.94,8.13,60.97,mothbeans
41.53,78.5,85.13,18.92,18.98,6.86,90.35,chickpea
26.07,39.99,18.99,29.63,80.84,6.19,56.64,mungbean
47.75,51.82,50.48,24.88,91.2,6.73,124.6,papaya
37.75,52.48,20.49,24.69,50.22,4.85,45.07,mothbeans
123.05,47.63,19.21,25.25,68.26,6.81,79.52,cotton
24.19,37.59,20.04,28.56,85.6,6.56,41.8,mungbean
119.48,26.45,55.03,30.31,91.57,6.04,33.58,muskmelon
114.47,96.1,52.96,28.16,74.91,6.23,105.51,banana
17.86,132.13,204.55,21.88,93.92,5.53,112.67,apple
64.71,46.72,38.77,25.13,84.07,6.99,218.04,rice
113.83,28.25,55.86,26.81,92.11,6.26,23.01,muskmelon
78.82,44.69,42.44,26.96,85.11,6.88,186.48,rice
29.37,41.79,22.24,28.14,83.98,7.15,47.86,mungbean
92.1,12.98,51.94,25.69,83.43,7.0,54.18,watermelon
108.44,56.31,18.14,22.87,77.08,6.09,89.84,cotton
31.11,70.2,85.76,18.63,15.5,6.98,82.12,chickpea
116.18,16.76,56.79,26.04,90.1,6.46,42.66,watermelon
39.59,70.06,16.86,16.13,17.54,5.75,70.95,kidneybeans
106.33,26.48,51.24,24.69,83.3,7.08,57.39,watermelon
18.02,27.31,23.85,27.77,98.55,5.95,165.68,coconut
13.38,58.6,25.86,17.59,67.16,7.55,35.07,lentil
24.14,132.99,200.67,27.26,82.6,5.59,63.54,grapes
14.25,21.51,9.0,23.21,90.75,7.22,121.51,orange
59.69,53.56,19.66,23.8,62.49,5.64,80.21,maize
89.37,43.63,39.16,21.25,82.73,6.48,243.32,rice
84.03,46.76,19.19,19.83,73.23,5.61,76.39,maize
38.89,76.47,79.29,20.39,18.38,8.15,94.81,chickpea
68.11,40.08,40.51,26.93,79.01,5.0,223.38,rice
16.58,41.29,14.89,29.34,52.76,3.7,59.13,mothbeans
96.91,50.94,32.37,24.75,81.09,5.46,248.07,rice
97.88,24.26,50.59,26.26,80.52,6.72,52.12,watermelon
31.27,24.38,26.74,28.69,95.22,5.24,219.87,coconut
80.96,60.2,25.47,21.54,62.98,5.83,91.85,maize
69.94,57.5,19.12,23.15,62.2,5.36,58.95,maize
31.97,75.62,23.34,19.28,67.35,7.34,40.83,lentil
48.02,78.82,20.12,34.33,61.23,7.64,68.51,blackgram
61.16,57.65,26.81,22.11,63.72,6.02,82.72,maize
87.11,57.55,36.03,23.71,86.28,7.19,185.67,rice
70.23,45.38,42.33,23.59,87.02,5.99,182.11,jute
29.68,20.2,26.07,29.09,96.26,6.05,177.97,coconut
19.27,53.65,21.17,31.31,63.97,5.76,62.83,mothbeans
29.84,19.23,30.7,28.14,99.82,6.13,133.77,coconut
35.37,17.97,40.93,22.88,94.37,6.27,96.01,pomegranate
75.82,40.96,19.78,19.18,71.75,6.7,57.25,maize
43.64,61.53,74.49,20.23,14.11,8.36,80.78,chickpea
90.24,26.08,48.21,25.08,88.85,6.01,41.39,watermelon
25.64,59.04,16.36,26.06,32.13,4.96,110.26,pigeonpeas
98.46,10.85,50.25,24.8,86.18,6.78,42.71,watermelon
33.96,54.98,22.52,30.15,66.05,6.12,45.09,lentil
104.97,19.2,45.92,30.58,91.92,6.74,24.15,muskmelon
85.93,43.72,36.6,22.41,83.31,7.53,303.37,rice
98.63,17.14,32.35,23.92,63.9,7.39,175.69,coffee
12.73,62.95,16.95,22.99,62.75,6.63,44.64,lentil
48.01,73.28,19.74,34.38,68.25,6.65,68.84,blackgram
114.15,9.9,48.91,28.26,93.15,6.56,33.8,muskmelon
63.72,44.05,23.28,26.48,72.03,6.1,68.67,maize
7.85,57.9,18.15,25.76,35.77,6.0,132.59,pigeonpeas
90.55,44.45,44.06,22.17,83.36,7.19,301.67,rice
15.11,41.38,17.81,29.23,58.71,5.72,33.75,mothbeans
114.22,24.08,57.23,29.33,91.97,6.21,24.24,muskmelon
99.05,25.48,47.71,28.87,93.17,6.5,25.94,muskmelon
28.72,140.65,195.11,30.54,82.66,6.09,63.78,grapes
26.25,12.81,40.65,22.78,88.69,5.76,96.98,pomegranate
98.07,26.47,49.71,25.82,81.03,6.64,50.54,watermelon
77.14,49.12,35.8,23.98,83.31,7.21,194.44,jute
110.28,45.94,15.52,24.71,59.93,7.62,82.77,cotton
141.43,44.02,17.55,23.93,65.86,7.95,90.11,cotton
29.74,64.06,18.25,24.99,60.68,7.14,68.8,blackgram
33.97,24.88,41.52,21.08,87.78,5.5,103.27,pomegranate
31.84,61.55,18.71,16.63,20.82,5.35,73.99,kidneybeans
33.65,64.52,83.1,17.97,16.85,6.69,80.49,chickpea
70.99,42.89,48.69,37.22,96.08,6.98,231.96,papaya
39.0,54.92,77.64,19.32,20.35,6.29,63.73,chickpea
104.05,14.8,51.12,25.44,87.58,6.16,47.09,watermelon
110.08,16.26,48.7,26.73,94.7,5.94,21.41,muskmelon
71.14,44.44,17.96,18.45,60.13,6.42,87.73,maize
109.06,16.71,26.01,25.83,64.12,6.25,203.45,coffee
16.12,60.06,15.07,28.72,82.17,6.76,50.14,mungbean
43.13,53.93,77.41,19.12,14.43,7.7,95.87,chickpea
64.81,61.06,49.06,37.13,95.11,6.94,125.54,papaya
82.13,28.9,30.82,28.67,68.21,7.39,187.38,coffee
64.82,49.23,42.41,28.34,82.66,5.5,187.1,rice
89.55,11.71,49.96,29.51,91.4,6.29,23.76,muskmelon
97.97,50.85,39.37,22.3,78.6,5.56,238.27,rice
69.14,46.28,42.6,23.46,75.86,6.89,180.99,jute
136.27,51.75,18.62,22.35,85.4,6.34,81.91,cotton
37.46,74.89,17.55,24.42,48.64,5.33,163.64,pigeonpeas
42.82,64.91,15.36,35.33,64.52,6.77,75.65,blackgram
114.17,12.85,47.93,27.1,92.5,6.02,32.37,muskmelon
11.46,16.01,28.11,28.74,98.41,5.61,168.95,coconut
72.2,39.54,36.14,19.69,80.29,6.92,206.06,rice
32.19,15.45,12.0,26.23,93.83,6.89,104.34,orange
34.02,33.6,26.41,31.73,44.99,5.65,94.94,mango
31.02,19.17,31.55,32.68,53.68,4.94,92.74,mango
91.1,19.3,48.47,29.33,89.95,6.55,28.83,muskmelon
85.05,42.47,41.75,22.34,82.27,7.11,291.62,rice
43.56,131.75,195.15,20.71,92.85,6.37,115.33,apple
19.92,45.29,23.42,28.55,83.34,6.74,44.44,mungbean
63.08,55.39,44.86,44.14,92.13,6.77,145.18,papaya
117.86,76.34,44.27,28.73,84.2,5.79,100.78,banana
40.46,72.81,21.71,29.41,64.66,6.48,63.76,blackgram
101.38,19.47,51.74,30.58,90.94,6.25,30.76,muskmelon
19.54,124.19,191.64,21.71,93.51,5.66,118.45,apple
38.06,18.88,33.42,30.33,96.85,5.42,220.33,coconut
50.92,52.8,50.74,27.02,88.31,6.77,72.03,papaya
11.22,75.39,23.23,18.81,34.33,5.9,191.14,pigeonpeas
96.87,56.04,43.27,24.61,73.69,6.78,200.64,jute
18.38,140.83,199.12,21.26,94.92,6.3,119.75,apple
25.75,127.82,199.13,21.25,90.78,5.74,113.03,apple
71.46,53.52,11.7,21.71,63.71,5.73,64.04,maize
25.61,49.78,21.44,28.92,83.02,6.32,49.55,mungbean
36.74,132.75,197.85,20.89,92.77,5.72,108.67,apple
18.81,67.1,16.17,19.35,66.85,6.07,37.2,lentil
17.81,135.99,197.83,21.78,82.87,6.03,70.57,grapes
89.01,58.85,46.7,21.27,81.2,7.1,185.06,rice
106.7,18.97,43.33,25.09,90.45,7.28,53.44,watermelon
26.33,64.47,14.47,21.97,66.41,7.08,41.39,lentil
34.02,125.43,203.6,22.02,91.62,5.82,103.27,apple
44.18,126.85,201.59,18.23,80.16,6.11,69.64,grapes
56.19,65.29,85.17,18.56,14.46,8.31,84.27,chickpea
56.07,51.32,25.25,18.68,53.2,6.59,81.72,maize
92.87,84.76,50.7,28.46,77.5,5.69,85.63,banana
37.67,66.53,19.38,16.06,16.61,5.52,55.65,kidneybeans
15.12,22.17,16.67,15.23,93.47,6.87,103.49,orange
24.77,20.51,29.09,31.77,53.43,5.42,100.58,mango
95.18,17.46,27.15,23.85,54.73,7.56,125.55,coffee
59.57,47.13,49.05,24.45,95.22,6.9,115.73,papaya
15.68,138.24,198.31,34.95,81.09,6.23,72.8,grapes
11.31,143.02,205.24,15.1,85.48,5.89,76.57,grapes
9.97,20.41,28.13,25.49,98.42,5.53,163.61,coconut
102.1,47.69,17.66,22.4,68.83,6.24,69.5,cotton
79.03,37.24,36.88,21.81,82.43,5.41,270.48,rice
29.03,79.65,18.49,22.92,68.49,7.39,117.4,pigeonpeas
44.23,68.15,21.58,34.07,64.73,6.95,71.05,blackgram
43.6,75.81,76.08,20.42,19.51,8.36,85.93,chickpea
23.82,82.77,22.52,22.29,62.13,7.42,49.15,lentil
27.29,74.91,17.34,16.13,23.82,5.56,117.83,kidneybeans
15.4,129.53,202.77,21.66,93.21,6.04,100.43,apple
36.26,14.02,41.15,22.9,86.43,6.2,111.28,pomegranate
20.75,29.7,40.67,22.28,90.02,7.09,101.13,pomegranate
100.29,45.44,38.48,25.82,87.04,6.4,187.93,jute
99.77,24.57,53.26,28.74,94.67,6.17,20.66,muskmelon
13.63,54.43,20.86,18.74,70.33,5.63,110.83,pigeonpeas
85.02,42.66,35.81,24.93,80.78,6.22,173.99,jute
61.8,50.69,40.29,25.23,71.57,6.83,166.43,jute
24.29,20.88,29.08,35.21,47.51,6.02,106.17,mango
27.58,28.71,41.34,18.05,83.69,7.2,104.57,pomegranate
35.84,37.21,18.91,30.8,63.32,6.78,72.45,mothbeans
35.58,78.19,19.68,31.44,68.22,7.44,77.95,blackgram
74.31,41.19,35.1,20.74,83.83,5.31,179.62,rice
18.74,67.33,16.0,27.54,63.3,7.43,53.3,lentil
35.32,63.35,23.06,26.86,69.54,6.86,75.5,blackgram
13.95,43.43,22.33,26.56,61.93,8.34,66.59,mothbeans
33.5,120.94,194.89,22.48,83.04,5.73,71.7,grapes
114.65,18.76,45.31,24.73,87.06,6.54,49.37,watermelon
22.04,53.68,19.87,28.73,82.53,6.68,49.82,mungbean
119.97,37.31,25.2,24.79,62.46,6.2,90.81,cotton
41.96,57.36,50.04,28.73,92.26,6.85,77.07,papaya
111.65,11.65,45.44,25.55,82.31,7.13,51.08,watermelon
22.66,33.71,26.53,35.27,51.24,5.45,99.83,mango
97.18,75.36,49.19,26.52,74.88,6.51,94.94,banana
36.45,71.56,13.58,23.59,26.12,5.97,62.38,kidneybeans
36.28,37.44,15.78,28.94,85.27,6.96,58.32,mungbean
115.13,29.09,46.03,27.47,89.52,6.59,32.66,muskmelon
11.98,15.88,29.47,28.99,94.28,6.47,152.48,coconut
16.32,58.61,27.36,17.11,24.54,5.39,90.01,kidneybeans
15.41,20.57,39.75,18.52,92.29,7.18,116.08,pomegranate
37.64,66.51,23.89,36.02,66.17,7.37,78.13,blackgram
60.26,66.5,16.76,28.7,59.48,7.2,68.04,blackgram
105.84,22.47,43.14,27.24,88.99,6.91,44.11,watermelon
101.09,86.79,45.56,29.53,85.9,5.83,100.43,banana
10.11,17.73,35.3,23.78,92.35,5.9,103.99,pomegranate
99.05,24.34,29.65,23.81,64.34,7.34,197.87,coffee
50.52,53.7,51.78,23.24,95.68,6.51,234.4,papaya
83.04,48.04,38.31,23.93,80.09,6.68,165.81,jute
36.09,24.63,28.65,28.27,97.3,6.1,221.48,coconut
12.2,11.19,7.19,13.43,91.67,6.19,125.18,orange
37.09,14.3,27.48,25.4,97.37,5.69,191.12,coconut
99.86,18.07,52.4,27.26,81.99,6.23,44.58,watermelon
22.17,130.52,206.12,22.34,95.41,5.47,121.91,apple
43.22,66.53,52.48,25.65,95.86,6.89,90.92,papaya
89.57,27.53,56.48,30.36,94.17,6.21,20.17,muskmelon
117.71,14.52,47.09,26.59,93.67,6.3,14.89,muskmelon
121.73,54.53,18.18,24.32,69.21,7.79,72.83,cotton
26.03,142.74,201.23,8.44,81.98,6.45,78.63,grapes
94.6,56.69,46.16,24.94,73.84,6.13,174.43,jute
78.01,59.81,38.66,23.76,86.31,7.33,181.09,jute
7.45,124.24,200.05,23.46,82.96,5.56,66.19,grapes
8.96,68.33,23.78,23.16,65.72,7.14,36.4,lentil
63.48,51.17,38.25,24.66,82.33,5.46,285.95,rice
22.67,26.11,34.94,29.21,47.67,6.55,88.54,mango
33.66,56.18,15.06,18.94,69.82,7.01,53.84,lentil
22.98,143.99,197.39,23.83,93.64,5.82,114.44,apple
34.08,40.32,21.3,26.46,89.81,6.78,54.55,mungbean
17.23,25.49,34.64,29.1,94.59,5.59,176.89,coconut
71.14,32.2,41.65,20.5,82.63,6.56,266.09,rice
69.43,51.67,17.66,24.59,61.92,6.29,113.86,maize
31.79,16.44,24.03,27.07,54.74,4.64,87.87,mango
37.45,30.43,43.79,20.93,89.74,6.93,105.54,pomegranate
107.14,51.95,18.09,22.97,78.65,7.16,70.55,cotton
10.98,62.8,18.15,22.0,65.58,7.27,30.94,lentil
104.67,21.74,48.5,28.57,93.21,6.1,27.54,muskmelon
15.87,28.53,14.18,24.0,92.75,7.1,102.25,orange
22.34,135.43,199.46,28.9,84.57,6.33,58.83,grapes
30.31,40.05,26.08,29.29,57.3,4.6,50.51,mothbeans
94.72,30.98,28.53,27.54,58.78,6.9,190.2,coffee
26.21,68.41,15.17,14.89,22.24,5.78,71.14,kidneybeans
13.99,59.99,24.8,20.29,18.51,5.94,74.15,kidneybeans
94.47,74.73,52.09,25.88,83.08,6.19,111.5,banana
118.43,25.56,51.63,23.77,85.02,6.76,51.34,watermelon
22.35,76.9,24.37,21.18,60.74,5.91,41.79,lentil
15.52,60.99,13.04,27.28,67.53,7.14,50.11,lentil
101.65,30.37,24.31,24.71,60.78,7.15,151.4,coffee
31.04,72.53,15.5,37.27,37.52,5.1,165.32,pigeonpeas
47.43,57.21,47.21,37.67,94.22,6.73,172.35,papaya
40.39,44.64,50.42,33.38,94.45,6.8,108.23,papaya
16.29,22.72,16.42,25.59,92.78,7.92,95.75,orange
18.76,54.53,20.86,29.43,89.44,7.19,65.1,mungbean
80.45,38.98,20.35,26.68,60.59,5.92,78.98,maize
111.71,26.05,46.82,27.12,88.28,6.57,32.28,muskmelon
19.25,32.74,30.69,29.08,52.28,6.33,97.79,mango
78.04,46.34,38.71,19.3,80.85,5.81,195.24,rice
40.11,59.98,28.02,28.82,71.14,7.06,65.67,blackgram
75.7,55.2,45.56,23.06,81.5,5.26,220.42,rice
60.1,56.13,12.1,18.94,59.92,5.36,86.24,maize
20.73,135.29,193.64,23.81,79.92,5.71,72.25,grapes
16.42,69.53,23.07,18.95,59.26,6.37,43.74,lentil
61.99,52.5,37.74,23.83,90.68,6.39,168.8,jute
117.89,40.75,20.25,23.67,84.63,8.03,78.04,cotton
100.52,21.08,25.74,25.05,52.77,6.6,127.76,coffee
103.01,81.09,53.42,25.1,73.97,6.33,103.26,banana
13.82,24.85,30.34,27.04,55.34,5.78,88.63,mango
105.08,23.79,45.31,25.95,89.01,6.5,44.29,watermelon
25.6,19.2,9.27,26.05,90.88,7.78,102.98,orange
100.03,21.4,54.55,26.15,85.81,6.94,49.78,watermelon
36.79,45.47,20.97,25.62,56.73,6.34,45.7,mothbeans
34.79,75.1,21.88,19.77,48.23,6.11,146.66,pigeonpeas
121.91,38.1,18.65,24.67,65.29,7.25,92.8,cotton
120.68,48.8,16.95,25.55,82.65,6.17,83.7,cotton
19.06,146.04,199.33,23.85,93.02,6.33,113.29,apple
29.78,69.98,20.67,18.64,25.42,5.69,143.23,kidneybeans
126.06,45.23,17.64,24.16,77.15,6.43,71.72,cotton
36.39,15.79,28.91,28.0,51.97,7.06,100.05,mango
65.43,51.13,41.73,21.73,86.15,7.04,190.75,rice
11.99,129.78,202.34,22.45,94.4,5.94,119.3,apple
35.63,125.66,200.83,22.68,77.57,6.37,68.14,grapes
26.33,134.65,199.46,22.88,93.49,5.55,102.33,apple
42.09,73.38,21.46,28.35,59.5,7.42,61.76,blackgram
36.93,14.86,33.1,18.26,87.78,6.86,117.33,pomegranate
54.97,62.89,54.26,29.78,90.07,6.9,224.04,papaya
68.68,44.51,19.52,18.72,61.52,5.67,64.65,maize
31.57,9.8,33.24,27.53,94.32,6.38,176.96,coconut
35.94,17.69,34.51,29.26,51.79,6.42,92.22,mango
21.14,138.43,198.17,22.88,94.24,6.25,104.9,apple
19.54,128.15,204.73,34.3,81.57,5.75,73.7,grapes
36.87,24.29,7.74,15.0,92.12,6.24,109.84,orange
34.26,9.33,40.79,24.27,87.46,7.34,113.13,pomegranate
16.36,54.51,15.38,18.93,37.14,6.59,145.25,pigeonpeas
25.47,15.64,49.72,19.41,91.3,5.84,111.68,pomegranate
82.56,85.36,55.96,27.59,82.59,5.56,104.64,banana
79.16,71.49,47.28,26.85,78.19,6.31,103.06,banana
31.51,51.72,25.21,30.83,50.14,5.71,52.59,mothbeans
57.87,61.6,22.55,27.28,63.48,6.61,61.55,blackgram
20.44,36.94,27.05,26.57,91.11,7.01,59.8,mungbean
33.75,66.79,83.27,21.07,15.17,7.74,67.75,chickpea
43.09,79.1,22.54,31.15,61.29,7.06,63.4,blackgram
108.9,28.27,32.68,25.48,58.4,6.16,172.54,coffee
101.45,55.52,23.21,24.51,65.98,7.75,71.56,cotton
18.65,34.97,30.87,28.89,49.2,4.71,95.88,mango
35.59,69.82,48.85,37.03,92.01,6.78,145.66,papaya
20.12,22.57,13.65,12.96,95.15,6.01,108.73,orange
138.65,52.74,24.59,24.0,60.44,6.26,89.89,cotton
11.12,27.31,39.22,17.58,85.45,6.05,110.19,pomegranate
42.09,140.05,198.41,33.01,86.04,5.9,66.92,grapes
106.37,94.13,53.41,28.44,84.84,6.03,98.55,banana
58.0,48.64,17.16,22.79,62.36,5.98,84.11,maize
32.72,14.3,29.45,27.85,97.2,5.9,211.59,coconut
20.49,55.48,17.02,24.92,38.77,4.77,50.2,mothbeans
23.32,14.28,33.58,28.92,52.71,6.71,95.17,mango
19.67,30.85,22.31,36.74,51.81,6.37,105.55,mango
17.83,131.37,200.63,21.38,90.68,6.0,109.43,apple
111.11,31.05,49.24,25.96,91.82,6.4,19.8,muskmelon
30.96,68.52,22.79,17.27,69.73,6.44,53.88,lentil
32.27,27.61,43.6,23.44,94.57,6.76,104.29,pomegranate
91.79,72.95,53.92,27.55,80.99,6.04,103.0,banana
21.92,125.67,201.44,22.31,91.88,6.31,116.54,apple
33.14,15.61,8.22,10.84,95.94,7.81,104.64,orange
64.48,59.75,45.84,43.81,91.37,6.69,238.87,papaya
32.82,70.96,22.55,17.13,62.33,6.39,44.68,lentil
118.82,44.27,21.12,25.02,65.44,7.69,77.26,cotton
113.32,25.71,31.71,24.13,57.48,7.31,129.98,coffee
39.49,25.01,31.66,23.99,96.72,6.71,183.59,coconut
22.74,68.22,18.48,21.76,69.94,7.52,43.32,lentil
33.0,132.34,199.27,22.52,90.83,6.08,105.55,apple
106.5,22.3,51.79,27.71,94.07,6.49,19.99,muskmelon
36.63,71.07,22.45,28.86,63.44,6.97,64.14,blackgram
41.24,54.73,21.05,29.96,64.13,7.97,72.05,blackgram
20.97,62.12,15.31,29.54,66.66,6.34,191.89,pigeonpeas
30.71,67.25,78.22,21.13,15.49,7.0,77.58,chickpea
68.68,40.48,38.23,21.37,85.19,7.24,284.26,rice
107.88,44.15,25.47,23.77,70.48,6.12,83.46,cotton
35.08,77.27,28.47,20.28,50.01,6.87,105.12,pigeonpeas
14.84,78.73,22.87,19.48,23.4,5.76,94.44,kidneybeans
96.99,45.1,23.69,23.34,72.65,5.8,58.99,maize
81.07,92.98,59.32,25.09,77.36,5.58,109.98,banana
75.34,40.03,42.91,23.23,75.65,6.41,164.12,jute
28.58,23.14,12.69,24.38,90.03,7.52,100.55,orange
38.05,57.59,52.34,26.52,92.57,6.57,183.46,papaya
18.79,19.59,23.67,28.69,96.77,6.13,192.8,coconut
32.63,54.16,12.98,31.59,63.18,7.75,49.78,mothbeans
81.11,58.46,42.83,24.18,82.09,6.66,184.61,rice
16.26,123.87,202.71,21.33,79.76,5.47,72.8,grapes
34.86,66.49,17.1,17.07,70.3,6.16,36.61,lentil
60.38,69.22,44.56,32.46,91.64,6.8,142.35,papaya
42.8,73.37,78.56,17.4,20.19,7.52,92.21,chickpea
28.71,70.75,77.96,21.37,18.57,7.99,65.63,chickpea
22.33,129.47,196.61,22.66,96.49,5.78,118.05,apple
115.59,7.88,46.95,25.1,89.46,6.82,57.61,watermelon
65.65,36.1,33.34,23.69,84.05,5.88,258.75,rice
51.83,65.47,47.07,41.42,93.34,6.76,211.21,papaya
16.76,55.55,25.16,27.71,82.59,7.05,55.47,mungbean
97.29,54.63,41.2,25.42,77.78,7.13,160.09,jute
45.19,70.48,49.31,24.87,91.62,6.66,190.77,papaya
24.02,21.83,37.77,19.54,90.35,7.03,112.91,pomegranate
26.53,132.88,200.09,22.97,88.35,6.29,111.86,apple
96.95,50.16,41.5,23.78,80.42,6.35,151.14,jute
50.92,65.02,26.98,30.31,64.47,6.66,62.72,blackgram
84.2,50.8,18.54,25.32,62.52,6.33,95.3,maize
28.09,29.94,40.16,21.64,87.54,7.52,98.33,pomegranate
30.07,56.71,21.42,34.89,66.62,6.96,122.76,pigeonpeas
93.27,23.44,50.1,26.72,90.55,6.54,21.3,muskmelon
30.96,56.64,17.32,30.63,80.24,6.8,55.77,mungbean
59.74,73.43,21.46,30.8,70.3,7.28,79.17,blackgram
79.52,34.67,36.82,24.35,81.01,6.16,160.0,jute
34.19,10.56,35.45,29.52,98.74,5.74,169.0,coconut
41.84,74.15,19.51,28.47,69.33,7.29,68.5,blackgram
129.56,52.75,15.37,24.21,65.82,6.2,80.22,cotton
107.79,29.01,50.76,24.72,79.35,6.27,53.4,watermelon
26.4,56.51,20.85,32.31,52.41,4.87,112.51,pigeonpeas
98.5,94.33,50.28,31.2,79.11,6.47,105.25,banana
27.43,121.41,204.94,23.92,94.05,6.38,106.27,apple
34.89,130.46,198.82,23.73,90.38,6.23,112.68,apple
24.96,68.0,14.21,25.26,62.92,6.75,47.16,lentil
39.04,55.39,43.81,29.75,93.6,7.04,213.01,papaya
31.04,55.63,15.91,27.48,82.66,6.0,50.87,mungbean
98.85,44.89,25.2,19.86,73.78,6.59,61.78,maize
35.57,66.1,18.51,29.53,35.31,6.52,176.12,pigeonpeas
108.59,27.27,27.63,24.85,53.04,6.06,151.95,coffee
28.04,14.42,8.44,27.13,89.79,8.01,120.68,orange
41.71,24.17,39.97,22.74,93.61,6.23,108.32,pomegranate
21.9,43.49,13.97,29.48,85.61,6.32,43.7,mungbean
117.13,22.33,27.79,25.52,54.76,6.18,170.19,coffee
88.03,43.3,42.17,25.67,83.51,7.65,229.92,rice
22.1,72.26,22.74,18.44,67.18,7.29,51.13,lentil
18.65,21.05,28.97,26.8,95.11,5.96,166.59,coconut
77.1,28.68,31.07,25.53,57.29,6.96,179.59,coffee
54.6,58.96,23.75,30.22,68.48,6.7,62.59,blackgram
38.97,51.5,16.61,21.69,57.21,4.7,112.27,pigeonpeas
19.83,141.74,199.02,40.58,83.52,5.94,65.79,grapes
111.12,28.9,50.91,24.37,90.1,6.54,59.21,watermelon
34.53,18.84,4.16,20.02,92.51,8.11,111.93,orange
63.92,53.51,36.05,25.39,85.72,5.8,219.18,rice
40.55,76.25,18.95,22.25,20.05,5.59,86.12,kidneybeans
56.3,76.95,79.58,18.41,15.33,6.44,74.89,chickpea
88.33,20.16,28.94,23.38,66.57,6.61,188.12,coffee
92.34,87.28,47.28,29.62,82.5,5.24,110.6,banana
15.17,23.15,23.51,27.61,46.46,6.92,95.31,mango
107.56,12.73,48.62,26.77,89.47,6.56,30.03,muskmelon
14.5,30.06,5.49,20.7,92.49,7.17,116.39,orange
85.91,51.03,45.26,23.33,77.6,6.72,182.87,jute
61.22,50.67,38.55,25.65,80.24,6.96,149.39,jute
115.55,27.22,48.4,27.37,92.48,6.38,35.08,muskmelon
38.2,43.87,22.15,28.81,81.89,6.89,36.9,mungbean
102.61,33.38,20.67,21.74,78.05,6.57,100.19,cotton
29.63,130.05,199.44,23.6,92.06,6.01,127.67,apple
106.07,20.52,28.25,27.69,58.1,6.93,115.07,coffee
25.54,57.84,24.06,28.26,84.37,7.04,55.46,mungbean
30.12,58.23,21.91,22.45,69.06,6.42,47.35,lentil
95.95,24.67,49.23,27.22,91.58,6.93,30.64,muskmelon
95.59,44.57,21.03,23.45,61.13,5.85,105.77,maize
30.69,56.9,18.87,20.42,64.24,6.18,39.28,lentil
18.92,25.92,36.65,25.62,96.62,6.33,154.78,coconut
51.87,62.67,75.77,18.49,16.63,6.74,81.43,chickpea
28.2,77.1,17.63,25.68,22.4,5.89,105.63,kidneybeans
116.52,27.09,37.83,24.01,65.16,6.87,182.57,coffee
122.7,70.76,50.9,26.21,76.41,5.75,117.99,banana
20.97,50.47,14.84,29.81,37.91,5.13,56.77,mothbeans
86.47,13.83,54.35,25.56,88.1,6.64,48.66,watermelon
117.87,72.92,46.0,26.98,75.99,6.37,115.01,banana
32.68,78.81,23.07,31.65,66.64,7.3,73.81,blackgram
94.28,19.88,31.45,24.07,63.13,6.99,154.93,coffee
32.22,62.03,20.88,32.44,52.58,5.19,149.47,pigeonpeas
72.21,38.77,46.29,24.07,89.23,6.27,185.47,jute
36.34,64.3,19.66,35.47,66.58,6.68,64.51,blackgram
13.89,116.99,206.02,28.82,83.77,5.81,70.04,grapes
18.57,143.85,201.86,42.29,83.8,5.87,70.24,grapes
52.25,56.87,44.47,28.2,94.66,6.47,179.53,papaya
24.52,24.04,24.9,33.29,47.8,5.94,100.88,mango
35.03,56.46,15.12,26.31,46.56,3.64,46.96,mothbeans
92.87,53.64,40.96,26.82,81.84,5.98,278.9,rice
32.69,63.05,21.8,21.21,18.25,5.5,84.64,kidneybeans
21.26,125.52,198.6,38.27,81.85,6.24,73.09,grapes
84.06,18.84,50.78,25.11,88.12,6.04,61.2,watermelon
29.02,18.92,14.87,20.81,92.18,6.43,101.4,orange
111.44,46.22,18.04,23.0,78.82,6.19,70.82,cotton
22.21,61.56,22.11,25.46,21.68,5.47,115.71,kidneybeans
14.56,76.48,24.48,23.42,46.08,7.38,190.36,pigeonpeas
35.74,67.37,21.07,33.69,42.31,7.05,93.49,pigeonpeas
51.31,73.99,85.14,21.12,15.41,6.18,71.01,chickpea
23.28,13.78,44.92,19.59,89.76,5.91,103.95,pomegranate
15.27,141.29,200.02,39.14,83.84,5.7,69.84,grapes
16.92,25.21,28.32,27.99,96.14,6.04,134.63,coconut
100.59,82.59,49.62,28.46,76.64,5.97,119.92,banana
36.15,25.31,36.13,21.47,92.54,5.91,109.69,pomegranate
65.44,45.41,36.1,24.89,82.86,6.72,188.28,rice
90.31,73.84,51.09,28.33,78.89,5.99,123.67,banana
89.2,91.44,48.03,28.37,78.32,6.45,106.43,banana
103.1,74.88,47.83,26.04,84.72,5.56,97.9,banana
113.16,57.47,19.36,25.03,80.21,6.47,62.61,cotton
102.48,21.56,45.33,27.08,82.31,6.33,51.57,watermelon
24.57,55.14,14.68,29.54,90.82,6.21,43.15,mungbean
20.11,14.32,33.49,28.32,48.29,6.15,110.16,mango
13.63,19.07,36.86,20.77,86.34,5.49,103.09,pomegranate
